orig_index,raw_name,num_words,top20_candidates_with_score,possible_candidate
3518,michael buchmeier,2,"[('michael j buchmeier', 95), ('michael ng', 86), ('michael brauer', 77), ('michael eisner', 77), ('michael karcher', 75), ('michael schmidt', 75), ('michel', 75), ('michael cucek', 73), ('michael baker', 73), ('michael carome', 71), ('michael bennet', 71), ('michael hoelscher', 71), ('michael g schmidt', 71), ('michel barnier', 71), ('michael hilb', 70), ('michael barr', 70), ('michael rich', 70), ('michael roth', 70), ('michael ryan', 70), ('michael mina', 70)]",michael j buchmeier
3536,michael ison,2,"[('michael wilson', 92), ('michael j buchmeier', 86), ('michael r bloomberg', 86), ('michael giberson', 86), ('michael a cusumano', 86), ('michael thrusfield', 86), ('michael j ackerman', 86), ('michael s phillips', 86), ('michael smerconish', 86), ('michael t osterholm', 86), ('michael muthukrishna', 86), ('michael collins fauci', 86), ('michael mclaughlin', 86), ('michael eisner', 85), ('michael mina', 83), ('michael ng', 82), ('michael brown', 80), ('michael z lin', 80), ('michael ganio', 80), ('jon michaels', 79)]",michael wilson
3560,michael osterholm,2,"[('michael t osterholm', 95), ('michael ng', 86), ('michael roth', 76), ('michel', 75), ('michel yao', 72), ('michael eisner', 71), ('michael morley', 71), ('michael siegel', 71), ('michael holick', 71), ('michael carome', 71), ('michael wasserman', 71), ('michael hoelscher', 71), ('michael ryan', 70), ('michael hilb', 70), ('michael head', 70), ('michael mina', 70), ('michael barr', 70), ('michael rich', 70), ('michael ison', 70), ('michael schmidt', 69)]",michael t osterholm
3563,michael phillips,2,"[('michael s phillips', 95), ('phil', 90), ('michael ng', 86), ('michael hilb', 79), ('michel', 75), ('michael holick', 73), ('janet phillips', 73), ('michael wilson', 73), ('clint phillips', 73), ('james phillips', 73), ('michael pettis', 73), ('fran phillips', 72), ('michael ison', 71), ('michael barr', 70), ('michael rich', 70), ('michael roth', 70), ('michael ryan', 70), ('michael mina', 70), ('michael head', 70), ('michael z lin', 69)]",michael s phillips
3567,michael ryan,2,"[('michael j ryan', 95), ('ryan', 90), ('michael j ackerman', 86), ('michael smerconish', 86), ('michael a cusumano', 86), ('michael thrusfield', 86), ('michael collins fauci', 86), ('michael j buchmeier', 86), ('michael t osterholm', 86), ('michael muthukrishna', 86), ('michael mclaughlin', 86), ('michael r bloomberg', 86), ('michael s phillips', 86), ('michel yao', 82), ('michael ng', 82), ('michael brown', 80), ('michael brady', 80), ('michael green', 80), ('michael ganio', 80), ('michael baden', 80)]",michael j ryan
3570,michael schmidt,2,"[('michael g schmidt', 95), ('michael ng', 86), ('michael nacht', 79), ('mary e schmidt', 76), ('michael buchmeier', 75), ('michel', 75), ('michael hilb', 74), ('michael rich', 74), ('michael mina', 74), ('dau schmidt', 74), ('michael head', 74), ('michael mcbride', 73), ('matthew schmidt', 73), ('michael j buchmeier', 71), ('michael cloud', 71), ('michael wirth', 71), ('michael barr', 70), ('michael roth', 70), ('michael ryan', 70), ('michael ison', 70)]",michael g schmidt
3581,michel,1,"[('lessandra michelin', 90), ('michelle steik', 90), ('michelle mello', 90), ('michele sorice', 90), ('michelle au', 90), ('michelle dupre', 90), ('michelle a albert', 90), ('michelle price', 90), ('melissa michelson', 90), ('michelle baker', 90), ('michelle snarr', 90), ('michel yao', 90), ('michelle obama', 90), ('michele bonizzi', 90), ('charles michel', 90), ('michelle raczynski', 90), ('michelle riba', 90), ('michelle ackerley', 90), ('michele dauber', 90), ('michele b chan', 90)]",charles michel
3610,mike,1,"[('mike kelly', 90), ('mike dewine', 90), ('mike pence', 90), ('mike mccurry', 90), ('mike catton', 90), ('mike tildesley', 90), ('mike gough', 90), ('mike debonis', 90), ('mike huckabee', 90), ('mike wadman', 90), ('mike pompeo', 90), ('mike matlock', 90), ('mike kennedy', 90), ('mike turner', 90), ('mike lee', 90), ('mike bass', 90), ('mike leavitt', 90), ('mike ryan', 90), ('mike linney', 90), ('mike rosenberg', 90)]",mike tildesley
3633,miller,1,"[('andrew miller', 90), ('loren miller', 90), ('hajira dambha miller', 90), ('steven miller', 90), ('henry i miller', 90), ('peter miller', 90), ('benjamin f miller', 90), ('steve miller', 90), ('joel miller', 90), ('damnha miller', 90), ('henry miller', 90), ('rohan miller', 90), ('mark miller', 90), ('g wayne miller', 90), ('muller', 83), ('tommy moller', 75), ('greer millard', 75), ('greg millett', 75), ('christopher muller', 75), ('david muller', 75)]",hajira dambha miller
3652,mnuchin,1,"[('steven t mnuchin', 90), ('steve mnuchin', 90), ('sarfaraz munshi', 56), ('mariana chilton', 55), ('michael mina', 53), ('ming lin', 53), ('michelle lin', 53), ('michael ison', 53), ('lessandra michelin', 51), ('brian monahan', 51), ('michael j buchmeier', 51), ('muhiuddin haider', 51), ('mauricio rodriguez', 51), ('aimee moulin', 51), ('anne mcclain', 51), ('raina mcintyre', 51), ('laurie mcginley', 51), ('constance macintosh', 51), ('michigan marc lipsitch', 51), ('shane paul mcghie', 51)]",steven t mnuchin
3666,montgomery,1,"[('hugh montgomery', 90), ('frank ulrich montgomery', 90), ('alberto montaner', 60), ('ms ong', 60), ('andrew montford', 60), ('morante', 59), ('mitt romney', 57), ('molly conger', 55), ('mount vernon', 55), ('marc lamont hill', 54), ('metra', 54), ('messioner', 53), ('tom myers', 53), ('tommy moller', 52), ('greg mortimer', 52), ('luke montrose', 52), ('mikebloomberg', 52), ('meredith mcmorrow', 51), ('maria rita gismondo', 51), ('marryum mahmood', 51)]",frank ulrich montgomery
3668,morante,1,"[('joaquin morante', 90), ('jerry moran', 75), ('colm o morain', 69), ('jose cassio de moraes', 69), ('oliver morgan', 69), ('piers morgan', 69), ('moro', 68), ('ki moran', 67), ('morgan harper', 66), ('maria da gloria teixeira', 64), ('christy montegut', 64), ('greg mortimer', 64), ('alberto montaner', 64), ('keith mortman', 64), ('lorraine mccune', 64), ('manuel', 62), ('montgomery', 59), ('monique', 57), ('francisco moreno', 56), ('edward moreno', 56)]",joaquin morante
3673,morris,1,"[('morris cohen', 90), ('scott morrison', 90), ('dylan morris', 90), ('edward morris', 90), ('r sean morrison', 90), ('stephen c morris', 90), ('amy morrison', 90), ('j stephen morrison', 90), ('bob morris', 90), ('moro', 68), ('marr', 68), ('hayato mori', 66), ('stephen s morse', 66), ('stephen morse', 66), ('sharon a mcgrath morrow', 60), ('sara moniuszko fauci', 60), ('colm o morain', 60), ('mark smolinski', 60), ('jose cassio de moraes', 60), ('mark parrish', 60)]",stephen c morris
3692,muller,1,"[('christopher muller', 90), ('david muller', 90), ('cecilia muller', 90), ('miller', 83), ('andrew miller', 75), ('loren miller', 75), ('hajira dambha miller', 75), ('tommy moller', 75), ('steven miller', 75), ('henry i miller', 75), ('peter miller', 75), ('benjamin f miller', 75), ('steve miller', 75), ('joel miller', 75), ('damnha miller', 75), ('henry miller', 75), ('rohan miller', 75), ('mark miller', 75), ('g wayne miller', 75), ('danielle mcmullen', 75)]",christopher muller
3701,murray,1,"[('judy murray', 90), ('chris murray', 90), ('christopher murray', 90), ('marr', 68), ('mike mccurry', 66), ('phil murphy', 60), ('carsten murawski', 60), ('vivek murthy', 60), ('mamunur rahman malik', 60), ('jeanne marrazzo', 60), ('philip murphy', 60), ('tim murtaugh', 60), ('mafuzur rahman', 60), ('brendan murphy', 60), ('marryum mahmood', 60), ('robin murphy', 60), ('john b murphy', 60), ('metra', 55), ('bradley jensen murg', 54), ('mr harvey', 53)]",christopher murray
3709,nadia,1,"[('nadia kounang', 90), ('nadia abuelezam', 90), ('nada al mutawa', 76), ('nasia safdar', 72), ('nadine finigan carr', 72), ('neha nanda', 72), ('nydia velazquez velazquez', 72), ('nydia velazquez', 72), ('nadine burke harris', 72), ('girish nadkarni', 72), ('fuad nahdi', 72), ('nada sanders', 72), ('nadine kaslow', 72), ('nandi siegfried', 72), ('madina nagar', 72), ('j nadine gracia', 72), ('arvind narayanan', 54), ('nirav shah', 54), ('nina turner', 54), ('david nazarian', 54)]",nadia abuelezam
3720,nancy,1,"[('nancy messonnier', 90), ('nancy messonier', 90), ('nancy cook', 90), ('nancy messionier', 90), ('nancy kass', 90), ('nancy messionnier', 90), ('nancy tomes', 90), ('nancy knight', 90), ('nancy e wallace', 90), ('nancy pelosi', 90), ('nancy gin', 90), ('nancy klimas', 90), ('arvind narayanan', 54), ('david a nace', 54), ('vipin narang', 54), ('sharon nachman', 54), ('david nace', 54), ('narayana kocherlakota', 54), ('sonya babu narayan', 54), ('nevan krogan', 54)]",nancy messionnier
3727,nancy messionier,2,"[('nancy messonier', 97), ('nancy messionnier', 97), ('nancy messonnier', 94), ('nancy', 90), ('nancy cook', 86), ('nancy gin', 86), ('nancy kass', 86), ('messioner', 80), ('nancy tomes', 67), ('h cody meissner', 65), ('nancy pelosi', 64), ('ms shi', 60), ('danny meyer', 59), ('anand menon', 59), ('nancy knight', 57), ('nancy klimas', 57), ('monique', 56), ('wendy mariner', 55), ('norman oliver', 55), ('nick desai', 54)]",nancy messionnier
3729,nancy messonier,2,"[('nancy messionier', 97), ('nancy messonnier', 97), ('nancy messionnier', 94), ('nancy', 90), ('nancy cook', 86), ('nancy gin', 86), ('nancy kass', 86), ('messioner', 80), ('nancy tomes', 69), ('nancy pelosi', 67), ('h cody meissner', 67), ('danny meyer', 62), ('anand menon', 62), ('ms ong', 60), ('nancy knight', 59), ('nancy klimas', 59), ('norman oliver', 57), ('monique', 56), ('ben musser', 56), ('aaron milstone', 55)]",nancy messionier
3730,nancy messonnier,2,"[('nancy messonier', 97), ('nancy messionnier', 97), ('nancy messionier', 94), ('nancy', 90), ('nancy cook', 86), ('nancy gin', 86), ('nancy kass', 86), ('messioner', 70), ('nancy tomes', 67), ('h cody meissner', 65), ('nancy pelosi', 64), ('ms ong', 60), ('danny meyer', 59), ('anand menon', 59), ('jennifer mccoy', 57), ('nancy knight', 57), ('nancy klimas', 57), ('jennifer mammen', 55), ('norman oliver', 55), ('ben musser', 54)]",nancy messionnier
3756,navarro,1,"[('henry navarro delgado', 90), ('peter navarro', 90), ('david nabarro', 77), ('koiichi nakano', 56), ('koichi nakano', 56), ('nevan krogan', 53), ('david nazarian', 51), ('michael nimaroff', 51), ('nadine finigan carr', 51), ('baliga nagar', 51), ('girish nadkarni', 51), ('nabila munawar', 51), ('mukund nagar', 51), ('hideomi nakahara', 51), ('larry nassar', 51), ('madina nagar', 51), ('jen naparstek klein', 51), ('nora volkow', 51), ('alexei navalny', 51), ('neha vyas', 50)]",henry navarro delgado
3779,newsom,1,"[('gavin newsom', 90), ('timothy newsome', 90), ('robyn nelson', 60), ('steven nelson', 60), ('nestor forster', 60), ('nelson l michael', 60), ('i nelson rose', 60), ('william nelson cromwell', 60), ('john newton', 60), ('harry nespolon', 60), ('abraham l newman', 60), ('steve nelson', 60), ('new york', 57), ('andrew noymer', 53), ('nate smith', 50), ('gail newel', 50), ('nick wilson', 47), ('catherine o neal', 45), ('janette nesheiwat', 45), ('nancy messonnier', 45)]",gavin newsom
3785,nicholas,1,"[('nicholas david thomas', 90), ('nicholas wu trump', 90), ('nicholas christakis', 90), ('nicholas hoult', 90), ('nicholas hill', 90), ('nicholas jewell', 90), ('nicholas thomas', 90), ('nicholas petruzzi', 90), ('nicholas bloom', 90), ('nicholas chater', 90), ('nassim nicholas taleb', 90), ('nicholas holmes', 90), ('christopher mcknight nichols', 84), ('emily nichols', 84), ('brian nichols', 84), ('nicolas maduro', 80), ('nicolas locker', 80), ('nicolas ziebarth', 79), ('nicola sturgeon', 79), ('john nicholls', 79)]",nicholas david thomas
3795,nicholas thomas,2,"[('nicholas david thomas', 95), ('nicholas', 90), ('thomas', 90), ('nicholas holmes', 87), ('thomas kim', 86), ('jim thomas', 86), ('thomas lee', 86), ('thomas rid', 86), ('richard thomas', 76), ('nicholas hoult', 76), ('nicholas bloom', 76), ('anita thomas', 74), ('thomas nash', 73), ('nicholas chater', 73), ('nicholas hill', 72), ('nicholas christakis', 71), ('thomas house', 70), ('nicholas wu trump', 69), ('nicolas maduro', 69), ('nick', 68)]",nicholas david thomas
3798,nick,1,"[('nick spitzer', 90), ('nick yablon', 90), ('nick coatsworth', 90), ('nick wilson', 90), ('nick desai', 90), ('nick loman', 90), ('nick turkal', 90), ('nick mark', 90), ('nick yphantides', 90), ('nick chater', 90), ('nick holmes', 90), ('nick white', 90), ('nick rakocevic', 90), ('nick low', 90), ('nick vyas', 90), ('nick oberheiden', 90), ('nick watanabe', 90), ('nick phin', 90), ('nick haslam', 90), ('nick longrich', 90)]",nick coatsworth
3872,nydia velazquez,2,"[('nydia velazquez velazquez', 90), ('nadia', 72), ('gabriela andujar vazquez', 66), ('nadia abuelezam', 60), ('andrea vena', 54), ('nivedita lakhera', 52), ('sheila nix', 51), ('neha nanda', 51), ('nilam vaughan', 50), ('david veesler', 50), ('dan varga', 50), ('nisha basu', 48), ('neal elattrache', 47), ('richard vautrey', 47), ('nancy e wallace', 47), ('imani del valle', 47), ('nisha mehta', 46), ('ninfa mehta', 46), ('nina turner', 46), ('ngozi ezike', 46)]",nydia velazquez velazquez
3876,o grady,2,"[('mary anastasia o grady', 90), ('justin o grady', 90), ('norah o donnell', 86), ('colm o morain', 86), ('marcia o malley', 86), ('david o reilly', 86), ('john o neill', 86), ('philip o ozuah', 86), ('robert o brien', 86), ('catherine o neal', 86), ('eugene o donnell', 86), ('carl o donnell', 86), ('barbara o connor', 86), ('david o connor', 86), ('lawrence o gostin', 86), ('tara o toole', 86), ('lydia o connor', 86), ('lawrence o donnell', 86), ('oliver o reilly', 86), ('james o loan', 86)]",mary anastasia o grady
3877,o leary,2,"[('sean o leary', 90), ('norah o donnell', 86), ('mary anastasia o grady', 86), ('justin o grady', 86), ('colm o morain', 86), ('marcia o malley', 86), ('david o reilly', 86), ('john o neill', 86), ('philip o ozuah', 86), ('robert o brien', 86), ('catherine o neal', 86), ('eugene o donnell', 86), ('carl o donnell', 86), ('barbara o connor', 86), ('david o connor', 86), ('lawrence o gostin', 86), ('tara o toole', 86), ('lydia o connor', 86), ('lawrence o donnell', 86), ('oliver o reilly', 86)]",sean o leary
3879,obama,1,"[('barack obama', 90), ('michelle obama', 90), ('saule omarova', 54), ('marcia o malley', 54), ('norman oliver', 54), ('ilhan omar', 54), ('barbara o connor', 54), ('norio ohmagari', 54), ('sarah van orman', 54), ('viktor orban', 54), ('barbara osborne', 54), ('olga matievskaya', 54), ('omai garner', 54), ('andres manuel lopez obrador', 54), ('lopez obrador', 54), ('ousmane faye', 54), ('danielle ompad', 54), ('kee cheung oam', 54), ('oyewale odubanjo', 51), ('ogbonnaya omenka', 48)]",michelle obama
3880,ocasio cortez,2,"[('alexandria ocasio cortez', 90), ('cai yi', 60), ('carson', 60), ('jose cassio de moraes', 59), ('anahi ortiz', 58), ('thomas cornwell', 57), ('oscar chavez', 56), ('simon clarke', 56), ('david carter', 56), ('thomas cooke', 56), ('sabrina corlette', 55), ('charles ornstein', 55), ('charles moore', 54), ('colts', 54), ('hollie coates', 54), ('carre', 54), ('eric d ortenzio', 54), ('carolyn coyne', 54), ('sebastian condrea', 53), ('cassidy', 53)]",alexandria ocasio cortez
3884,olga mediano,2,"[('olga meridiano', 92), ('medina', 75), ('melissa nolan', 61), ('lisa mellman', 58), ('olga matievskaya', 57), ('rob mayeda', 55), ('mao shoulong', 55), ('madina nagar', 55), ('metra', 54), ('ronna mcdaniel', 54), ('mehta', 54), ('sofia mendonca', 54), ('nicolas maduro', 54), ('joshua mansour', 54), ('genaro molina', 53), ('anand menon', 52), ('roland more', 52), ('david merin', 52), ('amanda mae simanek', 52), ('ho ming sho', 52)]",olga meridiano
3905,owusu ansah,2,"[('sylvia owusu ansah', 90), ('sirous asgari', 58), ('lois ann welsh', 56), ('susan athey', 55), ('collins anyachi', 54), ('ava louise', 54), ('anahi ortiz', 52), ('ousmane faye', 52), ('gloria addo ayensa', 51), ('o day', 51), ('john a hannah', 50), ('amiyatosh purnanandam', 50), ('sarosh ashraf janjua', 50), ('asim shah', 50), ('anita thomas', 49), ('adam douglas', 49), ('aaron shakow', 49), ('anissa davis', 49), ('anthony', 49), ('alina alonso', 49)]",sylvia owusu ansah
3908,oz,1,"[('manuel orozco', 90), ('philip o ozuah', 90), ('mehmet oz', 90), ('oz illinois', 90), ('catherine o neal', 45), ('saule omarova', 45), ('hye ok chung', 45), ('norah o donnell', 45), ('owusu ansah', 45), ('charles ornstein', 45), ('oliver o reilly', 45), ('james o loan', 45), ('barack obama', 45), ('walt orenstein', 45), ('obama', 45), ('vincent okafor', 45), ('eugene o donnell', 45), ('lara keay ocado', 45), ('brett oliver', 45), ('jason m opal', 45)]",oz illinois
3943,patrick,1,"[('patrick vallance', 90), ('patrick soon shiong', 90), ('patrick vogt', 90), ('dan patrick', 90), ('patrick penfield', 90), ('patrick armstrong', 90), ('patrick j toomey', 90), ('patrick corrigan', 90), ('patrick borgen', 90), ('patrick walker', 90), ('patrick battey', 90), ('patricia stone', 77), ('patricia frazier', 77), ('patrice louvet', 77), ('patricia flood', 77), ('patrice harris', 77), ('patricia n whitley williams', 77), ('marya patrice sherron', 77), ('patricia lohr', 77), ('mary prunicki', 64)]",patrick soon shiong
3956,paul,1,"[('paul stoffels', 90), ('paul offit', 90), ('paul mckay', 90), ('st paul', 90), ('paula cannon', 90), ('paul earley', 90), ('paul simon', 90), ('ron paul', 90), ('rhea paul', 90), ('shane paul mcghie', 90), ('paul casey', 90), ('paul ramsey', 90), ('jean paul mira', 90), ('paul zeitz', 90), ('paul kellam', 90), ('paul klenerman', 90), ('paul levinson', 90), ('sanjukta paul', 90), ('paul lombardo', 90), ('john allen paulos', 90)]",shane paul mcghie
3965,paul friedrichs,2,"[('gen paul friedrichs', 95), ('paul', 90), ('paul offit', 86), ('paul mckay', 86), ('st paul', 86), ('paul simon', 86), ('ron paul', 86), ('rhea paul', 86), ('paul casey', 86), ('paul zeitz', 86), ('paul kelly', 86), ('paul sax', 86), ('rand paul', 86), ('paul evans', 86), ('paul kane', 86), ('paul davis', 86), ('paul lynn', 86), ('paul gosar', 86), ('paul calle', 86), ('tom friedrich', 71)]",gen paul friedrichs
